Train,Test,U,T,Q,Q_t
POI_38 POI_90 POI_236 POI_2 POI_90 POI_190 POI_188 POI_189 POI_231 POI_189 POI_98 POI_97 POI_188 POI_190 POI_188 POI_190,POI_106,281 281 281 281 281 281 281 281 281 281 281 281 281 281 281 281,1 8.0 2.0833333333333335 2.1166666666666667 -4.15 9.533333333333333 0.31666666666666665 1.5333333333333334 4.55 -4.516666666666667 5.85 3.25 -10.566666666666666 -0.2833333333333333 0.31666666666666665 -0.2833333333333333,1 0.7333333333333333 -5.25 2.1166666666666667 -4.15 2.2 -19.833333333333332 -14.266666666666667 -0.8833333333333333 -4.516666666666667 0.4166666666666667 2.5 -10.566666666666666 -16.083333333333332 -19.833333333333332 -16.083333333333332,31.35
POI_101,POI_109,281,1,1,13.133333333333333
POI_101 POI_109,POI_232,281 281,1 13.833333333333334,1 13.133333333333333,114.18333333333334
POI_85,POI_127,282,1,1,8.066666666666666
POI_85 POI_127,POI_131,282 282,1 8.066666666666666,1 8.066666666666666,6.016666666666667
POI_37,POI_187,283,1,1,89.96666666666667
POI_37 POI_187,POI_188,283 283,1 89.96666666666667,1 89.96666666666667,123.4
POI_37 POI_187 POI_188,POI_190,283 283 283,1 89.96666666666667 125.5,1 89.96666666666667 123.4,3.1666666666666665
POI_97,POI_231,284,1,1,6.5
POI_97 POI_231,POI_189,284 284,1 6.5,1 6.5,13.9
POI_97 POI_231 POI_189,POI_98,284 284 284,1 6.5 13.9,1 6.5 13.9,-67.78333333333333
POI_97 POI_231 POI_189 POI_98,POI_189,284 284 284 284,1 6.5 13.9 13.033333333333333,1 6.5 13.9 -67.78333333333333,-13.633333333333333
POI_97 POI_231 POI_189 POI_98 POI_189,POI_190,284 284 284 284 284,1 6.5 13.9 13.033333333333333 -13.0,1 6.5 13.9 -67.78333333333333 -13.633333333333333,3.1333333333333333
POI_97 POI_231 POI_189 POI_98 POI_189 POI_190,POI_35,284 284 284 284 284 284,1 6.5 13.9 13.033333333333333 -13.0 83.95,1 6.5 13.9 -67.78333333333333 -13.633333333333333 3.1333333333333333,2.216666666666667
POI_90,POI_230,287,1,1,10.333333333333334
POI_190,POI_38,287,1,1,471.1333333333333
POI_190 POI_38,POI_35,287 287,1 471.1333333333333,1 471.1333333333333,69.21666666666667
POI_190 POI_38 POI_35,POI_188,287 287 287,1 471.1333333333333 69.21666666666667,1 471.1333333333333 69.21666666666667,5.466666666666667
POI_190 POI_38 POI_35 POI_188,POI_230,287 287 287 287,1 471.1333333333333 69.21666666666667 10.933333333333334,1 471.1333333333333 69.21666666666667 5.466666666666667,5.383333333333334
POI_38,POI_90,287,1,1,298.75
POI_38 POI_90,POI_35,287 287,1 298.75,1 298.75,1.5333333333333334
POI_90,POI_2,287,1,1,2.75
POI_2,POI_90,287,1,1,343.46666666666664
POI_2 POI_90,POI_35,287 287,1 343.46666666666664,1 343.46666666666664,4.2
POI_150,POI_131,288,1,1,28.85
POI_150 POI_131,POI_133,288 288,1 28.85,1 28.85,200.56666666666666
POI_35,POI_104,289,1,1,101.98333333333333
POI_35 POI_104,POI_232,289 289,1 101.98333333333333,1 101.98333333333333,6.883333333333334
POI_124,POI_10,290,1,1,104.51666666666667
POI_51,POI_203,290,1,1,318.01666666666665
POI_51 POI_203,POI_6,290 290,1 350.03333333333336,1 318.01666666666665,221.23333333333332
POI_89,POI_230,291,1,1,20.65
POI_89 POI_230,POI_90,291 291,1 20.65,1 20.65,25.316666666666666
POI_220,POI_103,291,1,1,107.66666666666667
POI_220 POI_103,POI_222,291 291,1 107.66666666666667,1 107.66666666666667,0.65
POI_65,POI_202,292,1,1,3.533333333333333
POI_65 POI_202,POI_201,292 292,1 3.533333333333333,1 3.533333333333333,-89.85
POI_65 POI_202 POI_201,POI_202,292 292 292,1 3.533333333333333 2.5833333333333335,1 3.533333333333333 -89.85,-46.6
POI_65 POI_202 POI_201 POI_202,POI_38,292 292 292 292,1 3.533333333333333 2.5833333333333335 -2.55,1 3.533333333333333 -89.85 -46.6,10.7
POI_65 POI_202 POI_201 POI_202 POI_38,POI_90,292 292 292 292 292,1 3.533333333333333 2.5833333333333335 -2.55 103.13333333333334,1 3.533333333333333 -89.85 -46.6 10.7,9.966666666666667
POI_65 POI_202 POI_201 POI_202 POI_38 POI_90,POI_188,292 292 292 292 292 292,1 3.533333333333333 2.5833333333333335 -2.55 103.13333333333334 74.8,1 3.533333333333333 -89.85 -46.6 10.7 9.966666666666667,1.85
POI_65 POI_202 POI_201 POI_202 POI_38 POI_90 POI_188,POI_230,292 292 292 292 292 292 292,1 3.533333333333333 2.5833333333333335 -2.55 103.13333333333334 74.8 7.116666666666666,1 3.533333333333333 -89.85 -46.6 10.7 9.966666666666667 1.85,3.55
POI_65 POI_202 POI_201 POI_202 POI_38 POI_90 POI_188 POI_230,POI_190,292 292 292 292 292 292 292 292,1 3.533333333333333 2.5833333333333335 -2.55 103.13333333333334 74.8 7.116666666666666 3.55,1 3.533333333333333 -89.85 -46.6 10.7 9.966666666666667 1.85 3.55,1.4333333333333333
POI_150,POI_131,293,1,1,110.81666666666666
POI_84,POI_188,294,1,1,-654.0333333333333
POI_84 POI_188,POI_90,294 294,1 54.65,1 -654.0333333333333,5.733333333333333
POI_84 POI_188 POI_90,POI_14,294 294 294,1 54.65 5.733333333333333,1 -654.0333333333333 5.733333333333333,11.166666666666666
POI_84 POI_188 POI_90 POI_14,POI_136,294 294 294 294,1 54.65 5.733333333333333 11.583333333333334,1 -654.0333333333333 5.733333333333333 11.166666666666666,17.8
POI_84 POI_188 POI_90 POI_14 POI_136,POI_203,294 294 294 294 294,1 54.65 5.733333333333333 11.583333333333334 17.8,1 -654.0333333333333 5.733333333333333 11.166666666666666 17.8,62.31666666666667
POI_84 POI_188 POI_90 POI_14 POI_136 POI_203,POI_38,294 294 294 294 294 294,1 54.65 5.733333333333333 11.583333333333334 17.8 62.31666666666667,1 -654.0333333333333 5.733333333333333 11.166666666666666 17.8 62.31666666666667,9.383333333333333
POI_84 POI_188 POI_90 POI_14 POI_136 POI_203 POI_38,POI_189,294 294 294 294 294 294 294,1 54.65 5.733333333333333 11.583333333333334 17.8 62.31666666666667 9.383333333333333,1 -654.0333333333333 5.733333333333333 11.166666666666666 17.8 62.31666666666667 9.383333333333333,91.23333333333333
POI_84 POI_188 POI_90 POI_14 POI_136 POI_203 POI_38 POI_189,POI_98,294 294 294 294 294 294 294 294,1 54.65 5.733333333333333 11.583333333333334 17.8 62.31666666666667 9.383333333333333 91.23333333333333,1 -654.0333333333333 5.733333333333333 11.166666666666666 17.8 62.31666666666667 9.383333333333333 91.23333333333333,0.8
POI_84 POI_188 POI_90 POI_14 POI_136 POI_203 POI_38 POI_189 POI_98,POI_132,294 294 294 294 294 294 294 294 294,1 54.65 5.733333333333333 11.583333333333334 17.8 62.31666666666667 9.383333333333333 91.23333333333333 4.183333333333334,1 -654.0333333333333 5.733333333333333 11.166666666666666 17.8 62.31666666666667 9.383333333333333 91.23333333333333 0.8,151.45
POI_84 POI_188 POI_90 POI_14 POI_136 POI_203 POI_38 POI_189 POI_98 POI_132,POI_230,294 294 294 294 294 294 294 294 294 294,1 54.65 5.733333333333333 11.583333333333334 17.8 62.31666666666667 9.383333333333333 91.23333333333333 4.183333333333334 151.45,1 -654.0333333333333 5.733333333333333 11.166666666666666 17.8 62.31666666666667 9.383333333333333 91.23333333333333 0.8 151.45,66.68333333333334
POI_84 POI_188 POI_90 POI_14 POI_136 POI_203 POI_38 POI_189 POI_98 POI_132 POI_230,POI_84,294 294 294 294 294 294 294 294 294 294 294,1 54.65 5.733333333333333 11.583333333333334 17.8 62.31666666666667 9.383333333333333 91.23333333333333 4.183333333333334 151.45 66.68333333333334,1 -654.0333333333333 5.733333333333333 11.166666666666666 17.8 62.31666666666667 9.383333333333333 91.23333333333333 0.8 151.45 66.68333333333334,-474.8333333333333
POI_90,POI_235,295,1,1,74.2
POI_90 POI_235,POI_203,295 295,1 127.21666666666667,1 74.2,33.38333333333333
POI_90 POI_235 POI_203,POI_65,295 295 295,1 127.21666666666667 33.38333333333333,1 74.2 33.38333333333333,31.3
POI_99,POI_230,296,1,1,0.016666666666666666
POI_66,POI_188,300,1,1,33.43333333333333
POI_66 POI_188,POI_98,300 300,1 33.43333333333333,1 33.43333333333333,25.533333333333335
POI_66 POI_188 POI_98,POI_189,300 300 300,1 33.43333333333333 25.533333333333335,1 33.43333333333333 25.533333333333335,37.9
POI_35,POI_190,301,1,1,219.01666666666668
POI_137,POI_76,301,1,1,233.43333333333334
POI_81,POI_7,302,1,1,25.433333333333334
POI_131,POI_189,306,1,1,71.48333333333333
POI_131 POI_189,POI_230,306 306,1 131.45,1 71.48333333333333,123.58333333333333
POI_130,POI_58,309,1,1,7.733333333333333
POI_130,POI_131,312,1,1,38.766666666666666
POI_130 POI_131,POI_235,312 312,1 38.766666666666666,1 38.766666666666666,12.066666666666666
POI_57,POI_84,312,1,1,432.25
POI_4,POI_6,312,1,1,20.25
POI_187,POI_84,312,1,1,11.783333333333333
POI_4,POI_19,312,1,1,299.3
POI_228,POI_35,312,1,1,31.633333333333333
POI_201,POI_230,312,1,1,0.31666666666666665
POI_74,POI_90,313,1,1,73.36666666666666
POI_74 POI_90,POI_35,313 313,1 73.36666666666666,1 73.36666666666666,-93.45
POI_74 POI_90 POI_35,POI_90,313 313 313,1 73.36666666666666 0.36666666666666664,1 73.36666666666666 -93.45,-45.016666666666666
POI_74 POI_90 POI_35 POI_90,POI_35,313 313 313 313,1 73.36666666666666 0.36666666666666664 -0.3333333333333333,1 73.36666666666666 -93.45 -45.016666666666666,-93.45
POI_74 POI_90 POI_35 POI_90 POI_35,POI_66,313 313 313 313 313,1 73.36666666666666 0.36666666666666664 -0.3333333333333333 0.36666666666666664,1 73.36666666666666 -93.45 -45.016666666666666 -93.45,-0.6666666666666666
POI_74 POI_90 POI_35 POI_90 POI_35 POI_66,POI_35,313 313 313 313 313 313,1 73.36666666666666 0.36666666666666664 -0.3333333333333333 0.36666666666666664 44.016666666666666,1 73.36666666666666 -93.45 -45.016666666666666 -93.45 -0.6666666666666666,-44.31666666666667
POI_74 POI_90 POI_35 POI_90 POI_35 POI_66 POI_35,POI_90,313 313 313 313 313 313 313,1 73.36666666666666 0.36666666666666664 -0.3333333333333333 0.36666666666666664 44.016666666666666 -43.983333333333334,1 73.36666666666666 -93.45 -45.016666666666666 -93.45 -0.6666666666666666 -44.31666666666667,-45.016666666666666
POI_230,POI_99,314,1,1,428.1166666666667
POI_202,POI_35,315,1,1,87.3
POI_61,POI_190,316,1,1,1.0833333333333333
POI_61 POI_190,POI_187,316 316,1 1.0833333333333333,1 1.0833333333333333,2.35
POI_65,POI_130,316,1,1,145.61666666666667
POI_65,POI_131,316,1,1,53.95
POI_65 POI_131,POI_228,316 316,1 53.95,1 53.95,76.11666666666666
POI_98,POI_99,317,1,1,4.933333333333334
POI_98 POI_99,POI_131,317 317,1 9.1,1 4.933333333333334,6.516666666666667
POI_98 POI_99 POI_131,POI_84,317 317 317,1 9.1 6.516666666666667,1 4.933333333333334 6.516666666666667,2.55
POI_98 POI_99 POI_131 POI_84,POI_228,317 317 317 317,1 9.1 6.516666666666667 9.633333333333333,1 4.933333333333334 6.516666666666667 2.55,2.216666666666667
POI_189,POI_2,317,1,1,39.483333333333334
POI_189,POI_231,317,1,1,63.85
POI_189,POI_231,317,1,1,11.283333333333333
POI_103,POI_101,317,1,1,151.96666666666667
POI_189,POI_131,317,1,1,231.83333333333334
POI_104,POI_232,317,1,1,4.333333333333333
POI_104 POI_232,POI_118,317 317,1 17.45,1 4.333333333333333,24.333333333333332
POI_104 POI_232 POI_118,POI_117,317 317 317,1 17.45 28.033333333333335,1 4.333333333333333 24.333333333333332,10.316666666666666
POI_104 POI_232 POI_118 POI_117,POI_80,317 317 317 317,1 17.45 28.033333333333335 10.316666666666666,1 4.333333333333333 24.333333333333332 10.316666666666666,4.816666666666666
POI_104 POI_232 POI_118 POI_117 POI_80,POI_81,317 317 317 317 317,1 17.45 28.033333333333335 10.316666666666666 7.216666666666667,1 4.333333333333333 24.333333333333332 10.316666666666666 4.816666666666666,2.6
POI_104 POI_232 POI_118 POI_117 POI_80 POI_81,POI_79,317 317 317 317 317 317,1 17.45 28.033333333333335 10.316666666666666 7.216666666666667 2.8333333333333335,1 4.333333333333333 24.333333333333332 10.316666666666666 4.816666666666666 2.6,0.45
POI_104 POI_232 POI_118 POI_117 POI_80 POI_81 POI_79,POI_95,317 317 317 317 317 317 317,1 17.45 28.033333333333335 10.316666666666666 7.216666666666667 2.8333333333333335 0.45,1 4.333333333333333 24.333333333333332 10.316666666666666 4.816666666666666 2.6 0.45,12.9
POI_104 POI_232 POI_118 POI_117 POI_80 POI_81 POI_79 POI_95,POI_228,317 317 317 317 317 317 317 317,1 17.45 28.033333333333335 10.316666666666666 7.216666666666667 2.8333333333333335 0.45 14.683333333333334,1 4.333333333333333 24.333333333333332 10.316666666666666 4.816666666666666 2.6 0.45 12.9,15.05
POI_131,POI_84,317,1,1,12.5
POI_131 POI_84,POI_228,317 317,1 12.5,1 12.5,3.4
POI_131 POI_84 POI_228,POI_229,317 317 317,1 12.5 7.1,1 12.5 3.4,7.233333333333333
POI_131 POI_84 POI_228 POI_229,POI_78,317 317 317 317,1 12.5 7.1 20.583333333333332,1 12.5 3.4 7.233333333333333,2.566666666666667
POI_131 POI_84 POI_228 POI_229 POI_78,POI_85,317 317 317 317 317,1 12.5 7.1 20.583333333333332 9.366666666666667,1 12.5 3.4 7.233333333333333 2.566666666666667,7.533333333333333
POI_131 POI_84 POI_228 POI_229 POI_78 POI_85,POI_150,317 317 317 317 317 317,1 12.5 7.1 20.583333333333332 9.366666666666667 7.533333333333333,1 12.5 3.4 7.233333333333333 2.566666666666667 7.533333333333333,21.366666666666667
POI_131 POI_84 POI_228 POI_229 POI_78 POI_85 POI_150,POI_94,317 317 317 317 317 317 317,1 12.5 7.1 20.583333333333332 9.366666666666667 7.533333333333333 21.7,1 12.5 3.4 7.233333333333333 2.566666666666667 7.533333333333333 21.366666666666667,11.966666666666667
POI_131 POI_84 POI_228 POI_229 POI_78 POI_85 POI_150 POI_94,POI_132,317 317 317 317 317 317 317 317,1 12.5 7.1 20.583333333333332 9.366666666666667 7.533333333333333 21.7 20.75,1 12.5 3.4 7.233333333333333 2.566666666666667 7.533333333333333 21.366666666666667 11.966666666666667,90.68333333333334
POI_189,POI_235,317,1,1,233.75
POI_189 POI_235,POI_38,317 317,1 234.45,1 233.75,88.7
POI_232,POI_104,317,1,1,12.666666666666666
POI_232 POI_104,POI_109,317 317,1 30.35,1 12.666666666666666,62.55
POI_232 POI_104 POI_109,POI_189,317 317 317,1 30.35 72.31666666666666,1 12.666666666666666 62.55,169.71666666666667
POI_232 POI_104 POI_109 POI_189,POI_136,317 317 317 317,1 30.35 72.31666666666666 169.71666666666667,1 12.666666666666666 62.55 169.71666666666667,100.03333333333333
POI_232 POI_104 POI_109 POI_189 POI_136,POI_89,317 317 317 317 317,1 30.35 72.31666666666666 169.71666666666667 100.03333333333333,1 12.666666666666666 62.55 169.71666666666667 100.03333333333333,8.45
POI_179,POI_99,318,1,1,66.15
POI_188,POI_189,320,1,1,3.0
POI_125,POI_4,322,1,1,7.516666666666667
POI_125 POI_4,POI_136,322 322,1 7.516666666666667,1 7.516666666666667,24.75
POI_84,POI_230,323,1,1,8.95
POI_84 POI_230,POI_57,323 323,1 8.95,1 8.95,142.9
POI_231,POI_131,323,1,1,159.85
POI_190,POI_235,323,1,1,80.61666666666666
POI_190 POI_235,POI_90,323 323,1 80.61666666666666,1 80.61666666666666,53.55
POI_190 POI_235 POI_90,POI_188,323 323 323,1 80.61666666666666 53.55,1 80.61666666666666 53.55,15.95
POI_190 POI_235 POI_90 POI_188,POI_38,323 323 323 323,1 80.61666666666666 53.55 15.95,1 80.61666666666666 53.55 15.95,29.166666666666668
POI_190 POI_235 POI_90 POI_188 POI_38,POI_14,323 323 323 323 323,1 80.61666666666666 53.55 15.95 29.166666666666668,1 80.61666666666666 53.55 15.95 29.166666666666668,31.2
POI_190 POI_235 POI_90 POI_188 POI_38 POI_14,POI_89,323 323 323 323 323 323,1 80.61666666666666 53.55 15.95 29.166666666666668 31.2,1 80.61666666666666 53.55 15.95 29.166666666666668 31.2,45.36666666666667
POI_190 POI_235 POI_90 POI_188 POI_38 POI_14 POI_89,POI_136,323 323 323 323 323 323 323,1 80.61666666666666 53.55 15.95 29.166666666666668 31.2 45.36666666666667,1 80.61666666666666 53.55 15.95 29.166666666666668 31.2 45.36666666666667,11.516666666666667
POI_136,POI_6,324,1,1,382.3
POI_35,POI_130,324,1,1,64.01666666666667
POI_57,POI_130,324,1,1,27.1
POI_189,POI_230,325,1,1,0.2
POI_189 POI_230,POI_231,325 325,1 0.45,1 0.2,0.26666666666666666
POI_189 POI_230 POI_231,POI_228,325 325 325,1 0.45 0.26666666666666666,1 0.2 0.26666666666666666,0.5333333333333333
POI_189 POI_230 POI_231 POI_228,POI_223,325 325 325 325,1 0.45 0.26666666666666666 0.5333333333333333,1 0.2 0.26666666666666666 0.5333333333333333,0.2833333333333333
POI_189 POI_230 POI_231 POI_228 POI_223,POI_224,325 325 325 325 325,1 0.45 0.26666666666666666 0.5333333333333333 0.2833333333333333,1 0.2 0.26666666666666666 0.5333333333333333 0.2833333333333333,-100.53333333333333
POI_189 POI_230 POI_231 POI_228 POI_223 POI_224,POI_223,325 325 325 325 325 325,1 0.45 0.26666666666666666 0.5333333333333333 0.2833333333333333 0.5333333333333333,1 0.2 0.26666666666666666 0.5333333333333333 0.2833333333333333 -100.53333333333333,-0.75
POI_189 POI_230 POI_231 POI_228 POI_223 POI_224 POI_223,POI_131,325 325 325 325 325 325 325,1 0.45 0.26666666666666666 0.5333333333333333 0.2833333333333333 0.5333333333333333 -0.5,1 0.2 0.26666666666666666 0.5333333333333333 0.2833333333333333 -100.53333333333333 -0.75,0.23333333333333334
POI_189 POI_230 POI_231 POI_228 POI_223 POI_224 POI_223 POI_131,POI_188,325 325 325 325 325 325 325 325,1 0.45 0.26666666666666666 0.5333333333333333 0.2833333333333333 0.5333333333333333 -0.5 101.3,1 0.2 0.26666666666666666 0.5333333333333333 0.2833333333333333 -100.53333333333333 -0.75 0.23333333333333334,1.45
POI_80,POI_81,326,1,1,2.933333333333333
POI_201,POI_122,327,1,1,133.98333333333332
POI_217,POI_216,328,1,1,8.383333333333333
POI_70,POI_111,328,1,1,76.2
POI_132,POI_190,328,1,1,60.46666666666667
POI_150,POI_201,328,1,1,75.2
POI_230,POI_66,328,1,1,6.25
POI_220,POI_38,328,1,1,93.63333333333334
POI_7,POI_91,328,1,1,18.85
POI_7 POI_91,POI_221,328 328,1 49.53333333333333,1 18.85,24.866666666666667
POI_7 POI_91 POI_221,POI_90,328 328 328,1 49.53333333333333 27.433333333333334,1 18.85 24.866666666666667,55.81666666666667
POI_190,POI_189,333,1,1,41.88333333333333
POI_164,POI_2,334,1,1,30.666666666666668
POI_164,POI_65,335,1,1,1.6
POI_235,POI_189,335,1,1,4.016666666666667
POI_235 POI_189,POI_99,335 335,1 4.016666666666667,1 4.016666666666667,6.5
POI_235 POI_189 POI_99,POI_230,335 335 335,1 4.016666666666667 6.5,1 4.016666666666667 6.5,345.5
POI_235 POI_189 POI_99 POI_230,POI_203,335 335 335 335,1 4.016666666666667 6.5 345.5,1 4.016666666666667 6.5 345.5,317.75
POI_235 POI_189 POI_99 POI_230 POI_203,POI_202,335 335 335 335 335,1 4.016666666666667 6.5 345.5 317.75,1 4.016666666666667 6.5 345.5 317.75,197.18333333333334
POI_235 POI_189 POI_99 POI_230 POI_203 POI_202,POI_163,335 335 335 335 335 335,1 4.016666666666667 6.5 345.5 317.75 197.18333333333334,1 4.016666666666667 6.5 345.5 317.75 197.18333333333334,2.8833333333333333
POI_163,POI_205,335,1,1,3.9166666666666665
POI_163 POI_205,POI_164,335 335,1 3.9166666666666665,1 3.9166666666666665,7.266666666666667
POI_90,POI_188,336,1,1,59.7
POI_163,POI_51,340,1,1,132.51666666666668
POI_163 POI_51,POI_203,340 340,1 132.51666666666668,1 132.51666666666668,95.23333333333333
POI_68,POI_188,340,1,1,11.816666666666666
POI_68 POI_188,POI_65,340 340,1 11.816666666666666,1 11.816666666666666,-0.8
POI_68 POI_188 POI_65,POI_188,340 340 340,1 11.816666666666666 153.58333333333334,1 11.816666666666666 -0.8,-153.55
POI_164,POI_190,343,1,1,107.41666666666667
POI_90,POI_190,347,1,1,11.6
POI_90 POI_190,POI_84,347 347,1 11.6,1 11.6,36.71666666666667
POI_188,POI_19,347,1,1,4.483333333333333
POI_188 POI_19,POI_133,347 347,1 4.483333333333333,1 4.483333333333333,0.38333333333333336
POI_230,POI_163,347,1,1,231.3
POI_50,POI_124,347,1,1,15.15
POI_35,POI_99,348,1,1,17.55
POI_35 POI_99,POI_231,348 348,1 17.55,1 17.55,0.6833333333333333
POI_35 POI_99 POI_231,POI_62,348 348 348,1 17.55 0.6833333333333333,1 17.55 0.6833333333333333,68.6
POI_35 POI_99 POI_231 POI_62,POI_136,348 348 348 348,1 17.55 0.6833333333333333 70.38333333333334,1 17.55 0.6833333333333333 68.6,4.05
POI_236,POI_2,348,1,1,16.583333333333332
POI_35,POI_57,349,1,1,19.166666666666668
POI_117,POI_118,350,1,1,-28.983333333333334
POI_117 POI_118,POI_117,350 350,1 11.95,1 -28.983333333333334,-11.916666666666666
POI_90,POI_14,350,1,1,10.633333333333333
POI_90 POI_14,POI_189,350 350,1 11.983333333333333,1 10.633333333333333,6.25
POI_123,POI_121,350,1,1,418.1666666666667
POI_122,POI_120,350,1,1,7.433333333333334
POI_122 POI_120,POI_123,350 350,1 7.433333333333334,1 7.433333333333334,-50.86666666666667
POI_122 POI_120 POI_123,POI_120,350 350 350,1 7.433333333333334 188.8,1 7.433333333333334 -50.86666666666667,-372.43333333333334
POI_122 POI_120 POI_123 POI_120,POI_123,350 350 350 350,1 7.433333333333334 188.8 -188.76666666666668,1 7.433333333333334 -50.86666666666667 -372.43333333333334,-50.86666666666667
POI_99,POI_231,350,1,1,36.35
POI_137,POI_187,350,1,1,55.266666666666666
